@relation gentil-rude
@attribute massa NUMERIC
@attribute altura NUMERIC
@attribute dentes {normais,afiados}
@attribute corolhos {escura, clara, vermelha}
@attribute gentil {S,N}
@data
171.05,1.79,afiados,escura,N
118.51,2.23,afiados,clara,N
169.39,2.32,normais,vermelha,N
53.95,2.07,afiados,vermelha,S
55.59,1.53,afiados,clara,N
149.93,1.69,afiados,vermelha,N
72.51,1.88,afiados,vermelha,N
135.26,1.59,normais,clara,S
119.33,2.03,afiados,vermelha,N
170.93,1.65,normais,escura,S
157.10,1.83,normais,vermelha,N
67.12,1.52,afiados,escura,S
136.37,2.04,normais,escura,S
86.85,1.89,normais,escura,S
85.15,2.09,afiados,escura,S
53.68,2.31,afiados,clara,S
102.40,1.71,normais,escura,S
105.38,1.93,afiados,clara,N
130.71,1.81,normais,vermelha,N
111.28,1.74,afiados,vermelha,N
83.48,1.89,afiados,vermelha,S
174.62,2.02,afiados,clara,N
72.32,2.28,afiados,escura,S
159.94,2.24,normais,clara,S
164.00,1.79,normais,clara,S
78.34,1.72,afiados,escura,N
104.34,2.09,normais,vermelha,N
59.76,1.62,normais,vermelha,S
142.85,1.51,afiados,escura,N
97.53,2.11,afiados,vermelha,S
119.81,1.85,normais,clara,S
125.30,1.50,afiados,vermelha,N
161.84,1.50,afiados,clara,N
54.08,2.15,normais,vermelha,S
149.63,2.07,normais,escura,S
173.47,1.73,afiados,escura,N
138.52,1.66,afiados,clara,S
103.08,2.03,normais,escura,S
58.50,2.27,afiados,vermelha,S
156.58,2.15,normais,vermelha,N
173.24,2.19,normais,clara,S
92.15,1.98,normais,vermelha,S
76.04,2.40,normais,vermelha,S
120.92,2.15,afiados,clara,N
67.17,2.31,normais,clara,S
65.37,1.69,afiados,escura,S
178.81,2.15,normais,escura,S
172.62,2.21,normais,escura,S
89.66,2.22,afiados,clara,S
158.49,1.59,afiados,escura,N
78.33,2.09,afiados,vermelha,S
135.42,1.83,normais,vermelha,N
64.96,2.20,normais,vermelha,S
70.48,2.23,normais,clara,S
101.32,1.94,afiados,clara,N
113.39,1.81,normais,vermelha,N
107.24,2.15,afiados,escura,N
115.65,1.91,afiados,escura,N
167.59,2.12,normais,clara,S
72.20,1.75,afiados,escura,N
70.73,2.37,afiados,clara,S
63.01,2.01,afiados,clara,S
179.04,1.71,afiados,clara,N
119.64,2.14,afiados,clara,N
52.89,2.08,normais,clara,S
133.56,1.77,normais,escura,S
126.32,2.34,normais,clara,S
55.43,2.25,normais,escura,S
103.82,2.27,normais,clara,S
120.85,1.88,afiados,clara,N
90.57,1.59,afiados,clara,N
105.26,1.93,normais,clara,S
172.95,2.37,afiados,clara,N
166.34,2.29,normais,clara,S
134.10,2.12,normais,clara,S
145.53,1.99,normais,clara,S
162.13,2.32,normais,clara,S
85.64,2.33,normais,escura,S
51.46,2.37,normais,clara,S
90.53,2.11,normais,clara,S
137.68,2.29,normais,vermelha,N
140.20,2.14,afiados,vermelha,N
66.68,1.62,normais,clara,S
127.28,2.03,afiados,escura,N
146.35,2.13,normais,escura,S
83.10,1.74,afiados,clara,N
84.65,2.33,normais,escura,S
147.70,1.68,afiados,vermelha,N
98.17,2.29,normais,vermelha,S
89.22,1.58,normais,vermelha,N
105.46,1.63,normais,vermelha,N
144.44,2.15,afiados,clara,N
114.75,1.70,afiados,vermelha,N
176.31,2.04,normais,clara,S
89.58,2.04,afiados,clara,S
154.71,1.66,normais,clara,S
171.14,1.83,normais,vermelha,N
104.72,1.89,afiados,clara,N
131.32,1.56,normais,escura,S
163.74,1.63,normais,escura,S
130.75,1.72,afiados,vermelha,N
171.22,1.71,normais,escura,S
177.57,2.39,afiados,escura,S
145.16,1.56,normais,clara,S
58.95,2.36,afiados,clara,S
82.37,1.91,normais,vermelha,S
171.70,1.83,afiados,escura,N
159.25,2.19,afiados,vermelha,N
89.66,1.53,afiados,escura,N
96.24,2.01,afiados,clara,S
161.25,2.33,afiados,clara,N
159.52,2.30,normais,escura,S
176.05,1.66,normais,vermelha,N
75.23,1.84,normais,escura,S
141.90,2.24,afiados,clara,N
177.79,2.19,normais,escura,S
179.09,2.13,afiados,escura,N
66.72,2.31,normais,clara,S
78.17,1.51,afiados,escura,N
112.73,1.58,afiados,escura,N
117.05,2.02,normais,clara,S
164.88,2.32,afiados,vermelha,N
109.32,2.31,normais,clara,S
76.13,2.36,normais,clara,S
78.67,1.85,normais,escura,S
82.74,1.81,afiados,clara,S
179.97,1.94,afiados,vermelha,N
175.43,2.36,normais,vermelha,N
88.71,2.20,normais,escura,S
95.62,1.70,afiados,clara,N
74.12,1.75,normais,clara,S
113.73,1.85,normais,vermelha,N
133.36,2.15,afiados,escura,N
91.41,2.14,normais,clara,S
148.42,2.06,normais,escura,S
110.15,1.94,afiados,escura,N
156.05,1.86,afiados,vermelha,N
115.90,2.24,normais,clara,S
155.78,1.87,normais,vermelha,N
82.44,1.89,afiados,escura,S
111.30,1.73,normais,clara,S
92.90,1.56,afiados,clara,N
159.53,2.07,normais,escura,S
154.07,1.52,normais,vermelha,N
69.17,1.77,afiados,vermelha,N
118.71,1.79,normais,vermelha,N
62.44,2.37,normais,clara,S
73.49,2.26,afiados,escura,S
141.82,1.88,afiados,clara,N
170.90,2.26,normais,escura,S
134.65,1.94,afiados,vermelha,N
167.42,2.11,normais,vermelha,N
123.04,2.08,normais,clara,S
89.72,2.09,normais,escura,S
155.44,2.33,afiados,escura,N
174.49,1.69,afiados,escura,N
169.29,2.17,afiados,vermelha,N
127.05,1.78,afiados,clara,N
65.81,2.10,afiados,vermelha,S
154.62,1.83,normais,vermelha,N
124.25,1.93,afiados,vermelha,N
75.12,1.54,afiados,clara,N
60.97,2.26,normais,escura,S
101.27,1.97,afiados,clara,N
144.66,1.63,normais,vermelha,N
78.25,1.57,normais,vermelha,N
55.68,1.85,afiados,vermelha,S
117.40,1.91,normais,clara,S
140.90,1.86,normais,escura,S
61.28,2.04,normais,vermelha,S
98.23,1.87,normais,clara,S
98.91,2.04,afiados,vermelha,S
52.46,1.60,afiados,vermelha,N
115.12,1.89,afiados,vermelha,N
63.66,2.02,normais,vermelha,S
63.27,2.18,normais,vermelha,S
51.50,1.81,afiados,escura,S
141.04,1.93,normais,clara,S
72.37,2.02,afiados,clara,S
134.08,2.39,afiados,escura,N
96.09,1.58,normais,clara,S
141.61,1.60,afiados,clara,N
155.28,1.54,normais,clara,S
124.86,2.15,afiados,escura,N
117.18,1.85,afiados,vermelha,N
117.70,1.69,afiados,clara,N
111.10,1.70,afiados,vermelha,N
114.09,2.35,afiados,vermelha,N
60.64,2.34,afiados,clara,S
159.01,2.37,afiados,vermelha,N
142.48,1.91,normais,clara,S
157.83,1.77,normais,escura,S
105.59,1.68,normais,vermelha,N
140.15,2.04,afiados,escura,N
122.21,1.79,afiados,clara,N
157.57,2.33,normais,escura,S
131.17,1.83,normais,escura,S
170.10,2.23,afiados,escura,N
81.68,1.51,afiados,vermelha,N
97.65,1.72,normais,escura,S
57.96,2.17,normais,escura,S
54.60,2.24,normais,clara,S
57.63,2.20,normais,escura,S
96.32,1.58,normais,clara,S
98.13,2.05,normais,escura,S
73.75,2.32,afiados,escura,S
73.91,1.68,afiados,vermelha,N
93.49,1.54,afiados,clara,N
138.99,1.86,afiados,clara,N
150.18,1.52,afiados,escura,N
169.26,1.96,afiados,clara,N
81.72,2.06,afiados,vermelha,S
88.75,1.73,normais,vermelha,N
89.94,1.96,afiados,escura,S
62.32,1.71,afiados,clara,N
92.31,2.03,afiados,vermelha,S
109.95,1.73,afiados,clara,N
78.64,1.79,afiados,vermelha,N
65.45,1.88,afiados,escura,S
50.52,2.34,normais,vermelha,S
90.85,2.09,normais,escura,S
168.50,1.81,afiados,escura,N
113.84,1.81,afiados,escura,N
55.57,2.29,normais,vermelha,S
59.74,1.88,afiados,vermelha,S
171.24,2.12,normais,escura,S
86.57,1.62,afiados,clara,N
161.06,1.57,afiados,escura,N
108.91,2.35,afiados,escura,N
136.47,2.14,normais,clara,S
143.66,2.09,afiados,vermelha,N
137.37,1.63,afiados,clara,N
149.22,2.19,normais,clara,S
161.24,1.91,normais,vermelha,N
57.41,2.28,afiados,escura,S
80.60,1.78,normais,vermelha,N
75.28,2.07,afiados,vermelha,S
129.73,1.85,normais,escura,S
144.67,2.02,normais,vermelha,N
115.67,1.87,normais,clara,S
59.75,2.24,normais,clara,S
157.55,1.57,normais,vermelha,N
176.30,1.90,normais,vermelha,N
66.00,1.60,afiados,escura,N
91.23,1.89,afiados,escura,S
102.44,1.80,afiados,clara,N
55.16,1.61,afiados,vermelha,N
91.60,2.06,normais,vermelha,S
129.48,1.67,normais,escura,S
95.13,1.56,normais,clara,S
62.49,2.17,normais,vermelha,S
155.02,1.87,normais,escura,S
119.47,2.23,normais,escura,S
138.25,1.78,afiados,clara,N
179.28,2.00,normais,vermelha,N
66.17,1.81,normais,escura,S
145.41,1.54,normais,vermelha,N
136.68,1.55,normais,clara,S
160.96,1.63,normais,clara,S
60.50,1.91,normais,escura,S
170.01,1.84,normais,vermelha,N
75.97,2.00,normais,vermelha,S
162.08,1.78,normais,escura,S
140.22,1.99,normais,vermelha,N
110.02,1.64,normais,vermelha,S
67.60,1.92,normais,vermelha,S
67.20,2.11,afiados,clara,S
176.48,1.70,afiados,vermelha,N
71.13,1.64,normais,vermelha,N
104.55,2.11,afiados,escura,N
125.65,1.53,normais,vermelha,N
80.46,2.19,normais,clara,S
56.06,2.35,afiados,clara,S
110.68,1.91,afiados,clara,S
159.43,1.51,normais,escura,S
77.68,2.09,normais,escura,S
147.21,1.86,afiados,escura,N
75.62,1.69,afiados,clara,N
126.08,1.92,normais,vermelha,N
130.49,1.91,afiados,clara,N
112.32,1.68,normais,vermelha,N
95.22,2.07,afiados,vermelha,S
132.50,1.87,normais,clara,S
83.58,2.26,afiados,clara,S
55.91,1.75,normais,vermelha,N
168.06,1.60,normais,escura,S
163.12,2.19,normais,vermelha,N
156.60,2.36,afiados,vermelha,N
150.51,2.22,afiados,vermelha,N
175.42,1.77,afiados,clara,N
129.51,2.10,afiados,clara,N
127.42,1.68,normais,escura,S
77.15,1.51,normais,escura,S
79.84,1.61,afiados,clara,N
168.19,1.88,afiados,escura,N
115.78,1.54,afiados,vermelha,N
103.43,1.74,afiados,clara,N
155.88,1.60,normais,clara,S
89.58,2.27,normais,escura,S
98.65,2.15,normais,escura,S
77.10,2.01,normais,clara,S
112.97,1.63,normais,vermelha,N
82.37,2.36,afiados,vermelha,S
126.82,2.26,normais,escura,S
83.73,1.99,afiados,escura,S
86.33,2.37,normais,vermelha,S
155.61,2.32,normais,escura,S
131.49,2.24,afiados,clara,N
73.37,2.07,afiados,clara,S
177.01,1.53,normais,escura,S
71.94,1.85,normais,clara,S
157.80,1.61,afiados,clara,N
138.56,1.88,normais,clara,S
90.23,2.19,afiados,clara,S
107.89,2.35,normais,clara,S
79.13,2.32,afiados,vermelha,S
129.42,1.96,afiados,clara,N
76.22,2.05,normais,vermelha,S
78.38,2.03,afiados,clara,S
111.53,1.54,normais,clara,S
84.86,1.90,afiados,escura,S
145.56,2.28,afiados,escura,N
75.30,2.34,afiados,escura,S
50.00,2.19,normais,escura,S
165.45,2.15,afiados,escura,N
115.78,2.30,normais,escura,S
98.51,1.51,normais,clara,S
103.55,2.03,afiados,vermelha,S
151.51,2.29,normais,escura,S
55.34,2.25,normais,clara,S
58.40,2.39,afiados,escura,S
113.34,1.67,normais,vermelha,N
62.56,1.99,normais,vermelha,S
50.16,1.75,normais,escura,S
122.82,1.52,afiados,vermelha,N
55.99,2.07,normais,vermelha,S
60.52,1.50,normais,escura,S
115.24,1.77,afiados,escura,N
159.05,2.04,afiados,clara,N
110.19,2.33,normais,escura,S
115.63,1.87,normais,clara,S
72.13,1.83,afiados,escura,S
132.61,1.85,afiados,vermelha,N
92.66,2.24,afiados,clara,S
73.99,1.75,afiados,vermelha,N
125.74,1.97,normais,clara,S
154.55,1.72,afiados,vermelha,N
100.54,2.40,normais,escura,S
85.15,1.52,normais,vermelha,S
86.65,1.96,normais,clara,S
135.64,2.33,afiados,clara,N
93.33,2.26,afiados,clara,S
162.46,2.23,normais,escura,S
144.73,1.57,afiados,vermelha,N
155.50,1.87,afiados,escura,N
78.31,1.92,normais,escura,S
99.48,1.55,normais,escura,S
60.06,1.52,afiados,vermelha,N
161.56,2.08,afiados,escura,N
174.73,2.29,normais,vermelha,N
70.33,2.08,normais,vermelha,S
68.83,2.31,afiados,clara,S
135.72,2.17,afiados,clara,N
78.25,1.99,normais,escura,S
60.75,1.71,afiados,escura,N
160.29,1.86,afiados,vermelha,N
124.76,2.27,normais,escura,S
176.60,1.56,afiados,vermelha,N
158.17,1.97,normais,escura,S
142.57,2.25,afiados,vermelha,N
176.22,2.39,normais,vermelha,N
102.35,1.97,afiados,escura,N
150.07,1.53,normais,escura,S
104.29,1.78,afiados,vermelha,N
90.46,1.50,normais,escura,S
81.18,1.69,afiados,vermelha,N
163.56,2.24,normais,vermelha,N
172.95,2.33,afiados,escura,N
102.04,1.60,afiados,clara,N
125.82,2.19,normais,vermelha,N
77.82,2.17,afiados,clara,S
100.45,2.22,afiados,vermelha,N
151.50,1.75,normais,vermelha,N
134.57,2.00,normais,escura,S
51.51,1.92,afiados,escura,S
131.54,1.61,normais,clara,S
84.86,1.72,afiados,clara,N
176.82,1.59,normais,clara,S
143.23,1.71,afiados,escura,N
87.38,1.53,normais,vermelha,N
101.15,1.82,afiados,vermelha,N
89.66,1.99,normais,escura,S
97.64,2.10,afiados,vermelha,S
143.73,2.23,normais,vermelha,N
140.32,2.03,afiados,clara,N
164.99,1.69,normais,vermelha,N
57.89,1.97,normais,vermelha,S
166.19,2.09,normais,escura,S
157.38,2.05,afiados,escura,N
161.35,1.78,afiados,vermelha,N
111.41,1.99,normais,vermelha,N
144.53,1.77,afiados,escura,N
109.66,2.26,afiados,escura,N
176.45,2.07,normais,vermelha,N
93.74,2.34,afiados,escura,S
136.20,1.74,afiados,escura,N
88.94,1.55,afiados,vermelha,N
143.35,2.12,afiados,escura,N
160.40,1.88,afiados,clara,N
108.21,1.63,normais,vermelha,N
155.34,1.91,normais,vermelha,N
164.36,1.63,afiados,clara,N
145.39,1.79,afiados,clara,N
157.46,2.04,normais,vermelha,N
63.21,2.37,normais,vermelha,S
137.67,1.64,normais,escura,S
84.77,1.96,afiados,vermelha,S
105.95,1.53,afiados,escura,S
127.92,2.38,normais,escura,S
100.37,1.66,normais,clara,S
82.61,2.10,normais,clara,S
127.81,2.14,normais,vermelha,N
81.56,2.01,afiados,escura,S
71.86,2.24,afiados,clara,S
113.95,2.40,normais,escura,S
104.75,2.36,normais,clara,S
62.20,1.52,normais,clara,S
77.53,2.07,normais,vermelha,S
91.40,1.56,afiados,vermelha,N
144.99,1.71,normais,clara,S
161.11,1.78,afiados,vermelha,N
157.26,1.56,afiados,escura,N
101.18,1.57,normais,clara,S
73.54,1.67,afiados,clara,N
131.03,2.27,afiados,vermelha,N
115.02,1.94,normais,escura,S
135.75,2.08,afiados,clara,N
57.71,2.06,normais,vermelha,S
130.38,1.92,afiados,escura,N
67.40,2.03,normais,clara,S
98.09,2.09,normais,clara,S
151.95,1.53,normais,escura,S
61.82,2.16,afiados,clara,S
175.92,1.77,afiados,escura,N
112.15,2.19,afiados,vermelha,S
89.28,1.59,afiados,vermelha,N
156.54,2.33,afiados,escura,N
89.22,2.30,normais,vermelha,S
74.56,1.86,afiados,vermelha,S
113.98,1.76,normais,vermelha,N
123.52,2.16,normais,escura,S
176.40,1.91,afiados,clara,N
147.84,1.82,afiados,vermelha,N
73.49,1.73,afiados,clara,N
130.59,1.96,afiados,clara,N
128.84,2.18,normais,clara,S
105.48,1.79,normais,clara,S
96.90,2.33,normais,vermelha,S
119.62,2.33,normais,clara,S
119.07,1.70,afiados,escura,N
132.16,2.32,normais,clara,S
114.83,1.83,normais,escura,N
87.45,1.65,normais,escura,S
170.30,1.91,normais,escura,S
116.10,1.84,normais,escura,S
140.84,2.28,normais,clara,S
140.92,2.28,normais,clara,S
120.80,2.35,normais,clara,S
90.15,2.38,afiados,clara,S
57.93,2.26,afiados,vermelha,S
119.41,1.97,afiados,vermelha,N
174.88,2.39,afiados,clara,N
68.89,1.91,afiados,clara,S
116.44,2.19,normais,clara,S
161.07,2.25,afiados,vermelha,N
139.96,2.37,afiados,escura,N
114.46,1.89,afiados,clara,N
141.56,1.67,afiados,escura,N
109.47,2.16,normais,escura,S
158.16,1.63,normais,clara,S
171.87,2.12,normais,escura,S
161.51,2.40,afiados,escura,N
51.95,2.15,normais,vermelha,S
62.63,1.87,afiados,escura,S
74.69,2.04,normais,escura,S
153.10,1.80,afiados,escura,N
167.77,1.72,afiados,escura,N
86.60,2.12,afiados,escura,S
137.97,2.01,normais,vermelha,N
98.13,2.11,normais,clara,S
73.05,2.34,normais,escura,S
95.74,1.83,afiados,escura,S
82.39,2.37,afiados,vermelha,S
169.45,2.19,normais,clara,S
179.28,2.20,normais,clara,S
147.48,2.17,afiados,vermelha,N
69.57,1.97,afiados,vermelha,S
90.42,1.56,normais,clara,S
142.45,2.38,normais,escura,S
125.71,2.21,normais,vermelha,N
51.58,1.56,normais,vermelha,N
93.90,1.83,afiados,vermelha,S
166.85,1.66,normais,clara,S
157.58,1.51,afiados,clara,N
172.67,1.71,normais,vermelha,N
52.35,1.65,afiados,escura,N
123.03,1.92,afiados,vermelha,N
142.51,2.27,afiados,vermelha,N
179.66,1.57,afiados,vermelha,N
107.42,1.55,normais,escura,S
144.76,2.27,normais,clara,S
138.71,1.62,afiados,clara,N
158.20,2.10,afiados,escura,N
157.13,1.98,afiados,escura,N
136.28,2.09,normais,vermelha,N
157.80,2.36,afiados,vermelha,N
131.59,1.58,afiados,clara,N
73.04,2.13,afiados,vermelha,S
132.43,2.05,afiados,escura,N
155.65,2.06,normais,clara,S
125.66,1.86,afiados,clara,N
99.59,1.62,afiados,escura,N
72.21,2.02,afiados,vermelha,S
77.64,2.40,normais,escura,S
100.62,1.77,normais,vermelha,N
154.02,1.80,afiados,vermelha,N
140.12,1.77,normais,vermelha,N
122.36,2.33,normais,vermelha,N
111.39,2.28,normais,clara,S
73.90,2.33,normais,clara,S
116.65,2.31,afiados,clara,N
93.52,1.81,afiados,clara,S
145.20,2.03,normais,escura,S
64.32,2.10,normais,escura,S
89.54,2.24,afiados,vermelha,S
106.21,2.22,normais,vermelha,N
157.29,2.16,afiados,escura,N
92.20,1.58,afiados,clara,N
145.62,1.74,normais,vermelha,N
100.70,1.71,afiados,vermelha,N
122.13,2.06,normais,vermelha,N
131.21,1.73,normais,escura,S
152.70,2.34,afiados,clara,N
134.26,2.14,normais,clara,S
123.02,1.55,normais,escura,S
123.36,1.88,normais,vermelha,N
92.19,2.08,afiados,clara,S
172.62,1.79,normais,clara,S
154.76,2.25,normais,escura,S
63.98,1.83,afiados,escura,S
96.80,1.94,afiados,vermelha,S
53.65,2.32,afiados,escura,S
62.55,1.79,normais,clara,S
153.19,1.64,normais,escura,S
81.53,2.02,afiados,vermelha,S
140.79,1.62,normais,escura,S
135.56,1.93,normais,escura,S
143.56,2.11,afiados,escura,S
139.30,2.13,afiados,clara,N
104.10,2.38,normais,escura,S
77.83,1.73,normais,clara,S
98.13,1.80,normais,vermelha,N
168.50,1.71,afiados,clara,N
77.53,1.79,afiados,clara,N
82.46,1.94,afiados,escura,S
70.53,1.69,normais,clara,S
90.20,1.76,afiados,clara,N
121.87,1.67,afiados,clara,N
109.74,1.98,normais,clara,S
97.16,2.14,normais,vermelha,S
66.56,1.98,normais,vermelha,S
131.62,2.28,afiados,vermelha,N
128.33,2.04,normais,clara,S
86.04,2.38,afiados,escura,S
160.89,1.66,normais,escura,S
144.65,1.55,afiados,vermelha,N
170.66,2.30,normais,escura,S
100.13,1.80,normais,vermelha,N
90.12,1.97,normais,clara,S
168.02,2.15,afiados,clara,N
111.02,1.83,normais,clara,S
79.26,1.54,afiados,vermelha,N
171.71,2.28,normais,clara,S
75.60,1.56,afiados,clara,N
132.75,1.93,normais,clara,S
79.03,2.06,afiados,vermelha,S
154.12,2.05,afiados,clara,N
128.59,1.63,normais,vermelha,N
173.86,2.31,normais,clara,S
166.87,1.50,normais,vermelha,N
102.75,2.06,afiados,clara,N
133.34,1.58,afiados,escura,N
147.68,2.03,normais,vermelha,N
161.07,1.67,normais,clara,S
159.43,1.80,afiados,escura,N
78.04,2.31,normais,clara,S
137.45,2.24,afiados,vermelha,N
163.04,2.30,normais,escura,S
55.95,1.70,normais,escura,S
59.22,1.97,afiados,clara,S
73.28,1.90,afiados,clara,S
55.32,1.87,afiados,escura,S
131.63,1.84,afiados,clara,N
126.85,1.83,normais,vermelha,S
167.48,2.10,afiados,vermelha,N
53.91,1.65,normais,escura,S
113.04,2.33,afiados,vermelha,N
60.53,1.81,afiados,clara,S
103.25,1.93,afiados,clara,N
89.92,1.68,normais,vermelha,N
121.26,1.72,normais,vermelha,N
118.26,1.78,afiados,clara,N
152.36,1.54,afiados,vermelha,N
179.47,1.70,normais,vermelha,N
110.10,2.08,normais,vermelha,N
68.11,1.52,afiados,clara,N
113.13,1.91,afiados,escura,N
104.44,2.24,afiados,vermelha,N
151.89,1.84,afiados,escura,N
133.24,2.35,afiados,escura,N
73.01,1.72,normais,vermelha,N
154.07,1.50,normais,escura,S
144.78,2.07,normais,clara,S
176.80,2.40,normais,escura,S
137.40,1.52,normais,vermelha,N
122.84,2.12,normais,escura,S
118.72,2.07,afiados,vermelha,N
142.80,1.57,afiados,clara,S
81.65,1.76,afiados,escura,N
61.39,1.68,afiados,clara,N
145.59,2.24,afiados,escura,N
59.82,1.82,afiados,escura,S
79.94,1.99,normais,clara,S
157.77,1.67,normais,clara,S
81.25,2.35,normais,clara,S
63.22,2.37,afiados,vermelha,S
73.06,1.99,afiados,escura,S
113.21,1.66,normais,clara,N
51.06,2.23,normais,clara,S
108.89,1.65,normais,vermelha,N
123.95,1.98,normais,vermelha,N
